combo number,number of members,member(s)
0,6,s1,s2,s3,s4,s5,s6
1,6,s1,s2,s3,s4,s5,s7
2,6,s1,s2,s3,s4,s5,s8
3,6,s1,s2,s3,s4,s5,s9
4,6,s1,s2,s3,s4,s5,s10
5,6,s1,s2,s3,s4,s5,s11
6,6,s1,s2,s3,s4,s5,s12
7,6,s1,s2,s3,s4,s5,s13
8,6,s1,s2,s3,s4,s5,s14
9,6,s1,s2,s3,s4,s5,s15
10,6,s1,s2,s3,s4,s5,s16
11,6,s1,s2,s3,s4,s5,s17
12,6,s1,s2,s3,s4,s5,s18
13,6,s1,s2,s3,s4,s5,s19
14,6,s1,s2,s3,s4,s5,s20
15,6,s1,s2,s3,s4,s5,s21
16,6,s1,s2,s3,s4,s5,s22
17,6,s1,s2,s3,s4,s5,s23
18,6,s1,s2,s3,s4,s5,s24
19,6,s1,s2,s3,s4,s6,s7
20,6,s1,s2,s3,s4,s6,s8
21,6,s1,s2,s3,s4,s6,s9
22,6,s1,s2,s3,s4,s6,s10
23,6,s1,s2,s3,s4,s6,s11
24,6,s1,s2,s3,s4,s6,s12
25,6,s1,s2,s3,s4,s6,s13
26,6,s1,s2,s3,s4,s6,s14
27,6,s1,s2,s3,s4,s6,s15
28,6,s1,s2,s3,s4,s6,s16
29,6,s1,s2,s3,s4,s6,s17
30,6,s1,s2,s3,s4,s6,s18
31,6,s1,s2,s3,s4,s6,s19
32,6,s1,s2,s3,s4,s6,s20
33,6,s1,s2,s3,s4,s6,s21
34,6,s1,s2,s3,s4,s6,s22
35,6,s1,s2,s3,s4,s6,s23
36,6,s1,s2,s3,s4,s6,s24
37,6,s1,s2,s3,s4,s7,s8
38,6,s1,s2,s3,s4,s7,s9
39,6,s1,s2,s3,s4,s7,s10
40,6,s1,s2,s3,s4,s7,s11
41,6,s1,s2,s3,s4,s7,s12
42,6,s1,s2,s3,s4,s7,s13
43,6,s1,s2,s3,s4,s7,s14
44,6,s1,s2,s3,s4,s7,s15
45,6,s1,s2,s3,s4,s7,s16
46,6,s1,s2,s3,s4,s7,s17
47,6,s1,s2,s3,s4,s7,s18
48,6,s1,s2,s3,s4,s7,s19
49,6,s1,s2,s3,s4,s7,s20
50,6,s1,s2,s3,s4,s7,s21
51,6,s1,s2,s3,s4,s7,s22
52,6,s1,s2,s3,s4,s7,s23
53,6,s1,s2,s3,s4,s7,s24
54,6,s1,s2,s3,s4,s8,s9
55,6,s1,s2,s3,s4,s8,s10
56,6,s1,s2,s3,s4,s8,s11
57,6,s1,s2,s3,s4,s8,s12
58,6,s1,s2,s3,s4,s8,s13
59,6,s1,s2,s3,s4,s8,s14
60,6,s1,s2,s3,s4,s8,s15
61,6,s1,s2,s3,s4,s8,s16
62,6,s1,s2,s3,s4,s8,s17
63,6,s1,s2,s3,s4,s8,s18
64,6,s1,s2,s3,s4,s8,s19
65,6,s1,s2,s3,s4,s8,s20
66,6,s1,s2,s3,s4,s8,s21
67,6,s1,s2,s3,s4,s8,s22
68,6,s1,s2,s3,s4,s8,s23
69,6,s1,s2,s3,s4,s8,s24
70,6,s1,s2,s3,s4,s9,s10
71,6,s1,s2,s3,s4,s9,s11
72,6,s1,s2,s3,s4,s9,s12
73,6,s1,s2,s3,s4,s9,s13
74,6,s1,s2,s3,s4,s9,s14
75,6,s1,s2,s3,s4,s9,s15
76,6,s1,s2,s3,s4,s9,s16
77,6,s1,s2,s3,s4,s9,s17
78,6,s1,s2,s3,s4,s9,s18
79,6,s1,s2,s3,s4,s9,s19
80,6,s1,s2,s3,s4,s9,s20
81,6,s1,s2,s3,s4,s9,s21
82,6,s1,s2,s3,s4,s9,s22
83,6,s1,s2,s3,s4,s9,s23
84,6,s1,s2,s3,s4,s9,s24
85,6,s1,s2,s3,s4,s10,s11
86,6,s1,s2,s3,s4,s10,s12
87,6,s1,s2,s3,s4,s10,s13
88,6,s1,s2,s3,s4,s10,s14
89,6,s1,s2,s3,s4,s10,s15
90,6,s1,s2,s3,s4,s10,s16
91,6,s1,s2,s3,s4,s10,s17
92,6,s1,s2,s3,s4,s10,s18
93,6,s1,s2,s3,s4,s10,s19
94,6,s1,s2,s3,s4,s10,s20
95,6,s1,s2,s3,s4,s10,s21
96,6,s1,s2,s3,s4,s10,s22
97,6,s1,s2,s3,s4,s10,s23
