combo number,number of members,member(s)
0,4,s1,s2,s3,s4
1,4,s1,s2,s3,s5
2,4,s1,s2,s3,s6
3,4,s1,s2,s3,s7
4,4,s1,s2,s3,s8
5,4,s1,s2,s3,s9
6,4,s1,s2,s3,s10
7,4,s1,s2,s3,s11
8,4,s1,s2,s3,s12
9,4,s1,s2,s3,s13
10,4,s1,s2,s3,s14
11,4,s1,s2,s3,s15
12,4,s1,s2,s3,s16
13,4,s1,s2,s3,s17
14,4,s1,s2,s3,s18
15,4,s1,s2,s3,s19
16,4,s1,s2,s3,s20
17,4,s1,s2,s3,s21
18,4,s1,s2,s3,s22
19,4,s1,s2,s3,s23
20,4,s1,s2,s3,s24
21,4,s1,s2,s4,s5
22,4,s1,s2,s4,s6
23,4,s1,s2,s4,s7
24,4,s1,s2,s4,s8
25,4,s1,s2,s4,s9
26,4,s1,s2,s4,s10
27,4,s1,s2,s4,s11
28,4,s1,s2,s4,s12
29,4,s1,s2,s4,s13
30,4,s1,s2,s4,s14
31,4,s1,s2,s4,s15
32,4,s1,s2,s4,s16
33,4,s1,s2,s4,s17
34,4,s1,s2,s4,s18
35,4,s1,s2,s4,s19
36,4,s1,s2,s4,s20
37,4,s1,s2,s4,s21
38,4,s1,s2,s4,s22
39,4,s1,s2,s4,s23
40,4,s1,s2,s4,s24
41,4,s1,s2,s5,s6
42,4,s1,s2,s5,s7
43,4,s1,s2,s5,s8
44,4,s1,s2,s5,s9
45,4,s1,s2,s5,s10
46,4,s1,s2,s5,s11
47,4,s1,s2,s5,s12
48,4,s1,s2,s5,s13
49,4,s1,s2,s5,s14
50,4,s1,s2,s5,s15
51,4,s1,s2,s5,s16
52,4,s1,s2,s5,s17
53,4,s1,s2,s5,s18
54,4,s1,s2,s5,s19
55,4,s1,s2,s5,s20
56,4,s1,s2,s5,s21
57,4,s1,s2,s5,s22
58,4,s1,s2,s5,s23
59,4,s1,s2,s5,s24
60,4,s1,s2,s6,s7
61,4,s1,s2,s6,s8
62,4,s1,s2,s6,s9
63,4,s1,s2,s6,s10
64,4,s1,s2,s6,s11
65,4,s1,s2,s6,s12
66,4,s1,s2,s6,s13
67,4,s1,s2,s6,s14
68,4,s1,s2,s6,s15
69,4,s1,s2,s6,s16
70,4,s1,s2,s6,s17
71,4,s1,s2,s6,s18
72,4,s1,s2,s6,s19
73,4,s1,s2,s6,s20
74,4,s1,s2,s6,s21
75,4,s1,s2,s6,s22
76,4,s1,s2,s6,s23
77,4,s1,s2,s6,s24
78,4,s1,s2,s7,s8
79,4,s1,s2,s7,s9
80,4,s1,s2,s7,s10
81,4,s1,s2,s7,s11
82,4,s1,s2,s7,s12
83,4,s1,s2,s7,s13
84,4,s1,s2,s7,s14
85,4,s1,s2,s7,s15
86,4,s1,s2,s7,s16
87,4,s1,s2,s7,s17
88,4,s1,s2,s7,s18
89,4,s1,s2,s7,s19
90,4,s1,s2,s7,s20
91,4,s1,s2,s7,s21
92,4,s1,s2,s7,s22
93,4,s1,s2,s7,s23
94,4,s1,s2,s7,s24
95,4,s1,s2,s8,s9
96,4,s1,s2,s8,s10
97,4,s1,s2,s8,s11
98,4,s1,s2,s8,s12
99,4,s1,s2,s8,s13
100,4,s1,s2,s8,s14
101,4,s1,s2,s8,s15
102,4,s1,s2,s8,s16
103,4,s1,s2,s8,s17
104,4,s1,s2,s8,s18
105,4,s1,s2,s8,s19
106,4,s1,s2,s8,s20
107,4,s1,s2,s8,s21
108,4,s1,s2,s8,s22
109,4,s1,s2,s8,s23
110,4,s1,s2,s8,s24
111,4,s1,s2,s9,s10
112,4,s1,s2,s9,s11
113,4,s1,s2,s9,s12
114,4,s1,s2,s9,s13
115,4,s1,s2,s9,s14
116,4,s1,s2,s9,s15
117,4,s1,s2,s9,s16
118,4,s1,s2,s9,s17
119,4,s1,s2,s9,s18
120,4,s1,s2,s9,s19
121,4,s1,s2,s9,s20
122,4,s1,s2,s9,s21
123,4,s1,s2,s9,s22
124,4,s1,s2,s9,s23
125,4,s1,s2,s9,s24
126,4,s1,s2,s10,s11
127,4,s1,s2,s10,s12
128,4,s1,s2,s10,s13
129,4,s1,s2,s10,s14
130,4,s1,s2,s10,s15
131,4,s1,s2,s10,s16
132,4,s1,s2,s10,s17
133,4,s1,s2,s10,s18
134,4,s1,s2,s10,s19
135,4,s1,s2,s10,s20
136,4,s1,s2,s10,s21
137,4,s1,s2,s10,s22
138,4,s1,s2,s10,s23
139,4,s1,s2,s10,s24
140,4,s1,s2,s11,s12
141,4,s1,s2,s11,s13
142,4,s1,s2,s11,s14
143,4,s1,s2,s11,s15
144,4,s1,s2,s11,s16
145,4,s1,s2,s11,s17
146,4,s1,s2,s11,s18
147,4,s1,s2,s11,s19
148,4,s1,s2,s11,s20
149,4,s1,s2,s11,s21
150,4,s1,s2,s11,s22
151,4,s1,s2,s11,s23
152,4,s1,s2,s11,s24
153,4,s1,s2,s12,s13
154,4,s1,s2,s12,s14
155,4,s1,s2,s12,s15
156,4,s1,s2,s12,s16
157,4,s1,s2,s12,s17
158,4,s1,s2,s12,s18
159,4,s1,s2,s12,s19
160,4,s1,s2,s12,s20
161,4,s1,s2,s12,s21
162,4,s1,s2,s12,s22
163,4,s1,s2,s12,s23
164,4,s1,s2,s12,s24
165,4,s1,s2,s13,s14
166,4,s1,s2,s13,s15
167,4,s1,s2,s13,s16
168,4,s1,s2,s13,s17
169,4,s1,s2,s13,s18
170,4,s1,s2,s13,s19
171,4,s1,s2,s13,s20
