combo number,number of members,member(s)
0,3,s1,s2,s3
1,3,s1,s2,s4
2,3,s1,s2,s5
3,3,s1,s2,s6
4,3,s1,s2,s7
5,3,s1,s2,s8
6,3,s1,s2,s9
7,3,s1,s2,s10
8,3,s1,s2,s11
9,3,s1,s2,s12
10,3,s1,s2,s13
11,3,s1,s2,s14
12,3,s1,s2,s15
13,3,s1,s2,s16
14,3,s1,s2,s17
15,3,s1,s2,s18
16,3,s1,s2,s19
17,3,s1,s2,s20
18,3,s1,s2,s21
19,3,s1,s2,s22
20,3,s1,s2,s23
21,3,s1,s2,s24
22,3,s1,s3,s4
23,3,s1,s3,s5
24,3,s1,s3,s6
25,3,s1,s3,s7
26,3,s1,s3,s8
27,3,s1,s3,s9
28,3,s1,s3,s10
29,3,s1,s3,s11
30,3,s1,s3,s12
31,3,s1,s3,s13
32,3,s1,s3,s14
33,3,s1,s3,s15
34,3,s1,s3,s16
35,3,s1,s3,s17
36,3,s1,s3,s18
37,3,s1,s3,s19
38,3,s1,s3,s20
39,3,s1,s3,s21
40,3,s1,s3,s22
41,3,s1,s3,s23
42,3,s1,s3,s24
43,3,s1,s4,s5
44,3,s1,s4,s6
45,3,s1,s4,s7
46,3,s1,s4,s8
47,3,s1,s4,s9
48,3,s1,s4,s10
49,3,s1,s4,s11
50,3,s1,s4,s12
51,3,s1,s4,s13
52,3,s1,s4,s14
53,3,s1,s4,s15
54,3,s1,s4,s16
55,3,s1,s4,s17
56,3,s1,s4,s18
57,3,s1,s4,s19
58,3,s1,s4,s20
59,3,s1,s4,s21
60,3,s1,s4,s22
61,3,s1,s4,s23
62,3,s1,s4,s24
63,3,s1,s5,s6
64,3,s1,s5,s7
65,3,s1,s5,s8
66,3,s1,s5,s9
67,3,s1,s5,s10
68,3,s1,s5,s11
69,3,s1,s5,s12
70,3,s1,s5,s13
71,3,s1,s5,s14
72,3,s1,s5,s15
73,3,s1,s5,s16
74,3,s1,s5,s17
75,3,s1,s5,s18
76,3,s1,s5,s19
77,3,s1,s5,s20
78,3,s1,s5,s21
79,3,s1,s5,s22
80,3,s1,s5,s23
81,3,s1,s5,s24
82,3,s1,s6,s7
83,3,s1,s6,s8
84,3,s1,s6,s9
85,3,s1,s6,s10
86,3,s1,s6,s11
87,3,s1,s6,s12
88,3,s1,s6,s13
89,3,s1,s6,s14
90,3,s1,s6,s15
91,3,s1,s6,s16
92,3,s1,s6,s17
93,3,s1,s6,s18
94,3,s1,s6,s19
95,3,s1,s6,s20
96,3,s1,s6,s21
97,3,s1,s6,s22
98,3,s1,s6,s23
99,3,s1,s6,s24
100,3,s1,s7,s8
101,3,s1,s7,s9
102,3,s1,s7,s10
103,3,s1,s7,s11
104,3,s1,s7,s12
105,3,s1,s7,s13
106,3,s1,s7,s14
107,3,s1,s7,s15
108,3,s1,s7,s16
109,3,s1,s7,s17
110,3,s1,s7,s18
111,3,s1,s7,s19
112,3,s1,s7,s20
113,3,s1,s7,s21
114,3,s1,s7,s22
115,3,s1,s7,s23
116,3,s1,s7,s24
117,3,s1,s8,s9
118,3,s1,s8,s10
119,3,s1,s8,s11
120,3,s1,s8,s12
121,3,s1,s8,s13
122,3,s1,s8,s14
123,3,s1,s8,s15
124,3,s1,s8,s16
125,3,s1,s8,s17
126,3,s1,s8,s18
127,3,s1,s8,s19
128,3,s1,s8,s20
129,3,s1,s8,s21
130,3,s1,s8,s22
131,3,s1,s8,s23
132,3,s1,s8,s24
133,3,s1,s9,s10
134,3,s1,s9,s11
135,3,s1,s9,s12
136,3,s1,s9,s13
137,3,s1,s9,s14
138,3,s1,s9,s15
139,3,s1,s9,s16
140,3,s1,s9,s17
141,3,s1,s9,s18
142,3,s1,s9,s19
143,3,s1,s9,s20
144,3,s1,s9,s21
145,3,s1,s9,s22
146,3,s1,s9,s23
147,3,s1,s9,s24
148,3,s1,s10,s11
149,3,s1,s10,s12
150,3,s1,s10,s13
151,3,s1,s10,s14
152,3,s1,s10,s15
153,3,s1,s10,s16
154,3,s1,s10,s17
155,3,s1,s10,s18
156,3,s1,s10,s19
157,3,s1,s10,s20
158,3,s1,s10,s21
159,3,s1,s10,s22
160,3,s1,s10,s23
161,3,s1,s10,s24
162,3,s1,s11,s12
163,3,s1,s11,s13
164,3,s1,s11,s14
165,3,s1,s11,s15
166,3,s1,s11,s16
167,3,s1,s11,s17
168,3,s1,s11,s18
169,3,s1,s11,s19
170,3,s1,s11,s20
171,3,s1,s11,s21
172,3,s1,s11,s22
173,3,s1,s11,s23
174,3,s1,s11,s24
175,3,s1,s12,s13
176,3,s1,s12,s14
177,3,s1,s12,s15
178,3,s1,s12,s16
179,3,s1,s12,s17
180,3,s1,s12,s18
181,3,s1,s12,s19
182,3,s1,s12,s20
183,3,s1,s12,s21
184,3,s1,s12,s22
185,3,s1,s12,s23
186,3,s1,s12,s24
187,3,s1,s13,s14
188,3,s1,s13,s15
189,3,s1,s13,s16
190,3,s1,s13,s17
191,3,s1,s13,s18
192,3,s1,s13,s19
193,3,s1,s13,s20
194,3,s1,s13,s21
195,3,s1,s13,s22
196,3,s1,s13,s23
197,3,s1,s13,s24
198,3,s1,s14,s15
199,3,s1,s14,s16
200,3,s1,s14,s17
201,3,s1,s14,s18
202,3,s1,s14,s19
203,3,s1,s14,s20
204,3,s1,s14,s21
205,3,s1,s14,s22
206,3,s1,s14,s23
